"kobo_farmer_id","country","sheet_id","index","name_question","name_choice","module","theme","indicator","label_choice","label_question","type","type_question","list_name","name_question_recla","parent_table_name","parent_index"
"273308473","zimbabwe","Final HOLPA_Zimbabwe_Household","27","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273309012","zimbabwe","Final HOLPA_Zimbabwe_Household","28","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273344326","zimbabwe","Final HOLPA_Zimbabwe_Household","29","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273368670","zimbabwe","Final HOLPA_Zimbabwe_Household","30","_1_4_1_1_1","2","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273368690","zimbabwe","Final HOLPA_Zimbabwe_Household","31","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273386759","zimbabwe","Final HOLPA_Zimbabwe_Household","32","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273386767","zimbabwe","Final HOLPA_Zimbabwe_Household","33","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273386779","zimbabwe","Final HOLPA_Zimbabwe_Household","34","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273387865","zimbabwe","Final HOLPA_Zimbabwe_Household","35","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273395819","zimbabwe","Final HOLPA_Zimbabwe_Household","36","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273395825","zimbabwe","Final HOLPA_Zimbabwe_Household","37","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273437730","zimbabwe","Final HOLPA_Zimbabwe_Household","38","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273438050","zimbabwe","Final HOLPA_Zimbabwe_Household","39","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273554599","zimbabwe","Final HOLPA_Zimbabwe_Household","40","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273581559","zimbabwe","Final HOLPA_Zimbabwe_Household","41","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273581588","zimbabwe","Final HOLPA_Zimbabwe_Household","42","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273676579","zimbabwe","Final HOLPA_Zimbabwe_Household","43","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273676624","zimbabwe","Final HOLPA_Zimbabwe_Household","44","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273676899","zimbabwe","Final HOLPA_Zimbabwe_Household","45","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273677838","zimbabwe","Final HOLPA_Zimbabwe_Household","46","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273694086","zimbabwe","Final HOLPA_Zimbabwe_Household","47","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273694095","zimbabwe","Final HOLPA_Zimbabwe_Household","48","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273701712","zimbabwe","Final HOLPA_Zimbabwe_Household","49","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273701713","zimbabwe","Final HOLPA_Zimbabwe_Household","50","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273732786","zimbabwe","Final HOLPA_Zimbabwe_Household","51","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273732999","zimbabwe","Final HOLPA_Zimbabwe_Household","52","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273781271","zimbabwe","Final HOLPA_Zimbabwe_Household","53","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273782166","zimbabwe","Final HOLPA_Zimbabwe_Household","54","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785016","zimbabwe","Final HOLPA_Zimbabwe_Household","55","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785039","zimbabwe","Final HOLPA_Zimbabwe_Household","56","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785070","zimbabwe","Final HOLPA_Zimbabwe_Household","57","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785077","zimbabwe","Final HOLPA_Zimbabwe_Household","58","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785094","zimbabwe","Final HOLPA_Zimbabwe_Household","59","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785120","zimbabwe","Final HOLPA_Zimbabwe_Household","60","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273785134","zimbabwe","Final HOLPA_Zimbabwe_Household","61","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273954914","zimbabwe","Final HOLPA_Zimbabwe_Household","62","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955054","zimbabwe","Final HOLPA_Zimbabwe_Household","63","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955062","zimbabwe","Final HOLPA_Zimbabwe_Household","64","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955449","zimbabwe","Final HOLPA_Zimbabwe_Household","65","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955485","zimbabwe","Final HOLPA_Zimbabwe_Household","66","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955679","zimbabwe","Final HOLPA_Zimbabwe_Household","67","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273955747","zimbabwe","Final HOLPA_Zimbabwe_Household","68","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273957288","zimbabwe","Final HOLPA_Zimbabwe_Household","69","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273957290","zimbabwe","Final HOLPA_Zimbabwe_Household","70","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273957322","zimbabwe","Final HOLPA_Zimbabwe_Household","71","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273962095","zimbabwe","Final HOLPA_Zimbabwe_Household","72","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273962216","zimbabwe","Final HOLPA_Zimbabwe_Household","73","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273964205","zimbabwe","Final HOLPA_Zimbabwe_Household","74","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273973581","zimbabwe","Final HOLPA_Zimbabwe_Household","75","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273973585","zimbabwe","Final HOLPA_Zimbabwe_Household","76","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273980695","zimbabwe","Final HOLPA_Zimbabwe_Household","77","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273981044","zimbabwe","Final HOLPA_Zimbabwe_Household","78","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"273981076","zimbabwe","Final HOLPA_Zimbabwe_Household","79","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274044677","zimbabwe","Final HOLPA_Zimbabwe_Household","80","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274044701","zimbabwe","Final HOLPA_Zimbabwe_Household","81","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274044729","zimbabwe","Final HOLPA_Zimbabwe_Household","82","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274044776","zimbabwe","Final HOLPA_Zimbabwe_Household","83","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274044785","zimbabwe","Final HOLPA_Zimbabwe_Household","84","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274090924","zimbabwe","Final HOLPA_Zimbabwe_Household","85","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274119031","zimbabwe","Final HOLPA_Zimbabwe_Household","86","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274119079","zimbabwe","Final HOLPA_Zimbabwe_Household","87","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274119136","zimbabwe","Final HOLPA_Zimbabwe_Household","88","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274119263","zimbabwe","Final HOLPA_Zimbabwe_Household","89","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274163561","zimbabwe","Final HOLPA_Zimbabwe_Household","90","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274165351","zimbabwe","Final HOLPA_Zimbabwe_Household","91","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274169955","zimbabwe","Final HOLPA_Zimbabwe_Household","92","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274169989","zimbabwe","Final HOLPA_Zimbabwe_Household","93","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274179682","zimbabwe","Final HOLPA_Zimbabwe_Household","94","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274186915","zimbabwe","Final HOLPA_Zimbabwe_Household","95","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274240765","zimbabwe","Final HOLPA_Zimbabwe_Household","97","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274263193","zimbabwe","Final HOLPA_Zimbabwe_Household","98","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274272276","zimbabwe","Final HOLPA_Zimbabwe_Household","99","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274273122","zimbabwe","Final HOLPA_Zimbabwe_Household","100","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274287150","zimbabwe","Final HOLPA_Zimbabwe_Household","101","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
"274573109","zimbabwe","Final HOLPA_Zimbabwe_Household","102","_1_4_1_1_1","0","agroecology","5_biodiversity","5_biodiversity","acres","What is the total area in hectares (or acres) of land (agricultural or not) that your household: Currently OWNS:","decimal","decimal",NA,"_1_4_1_1_1",NA,NA
